,SEAT_COUNT,BOARD_TYPE,SCREEN_SIZE,INPUTS,TECH_TYPE,CLASSROOM_TYPE,COMPUTER_LAB,CPT,LAST_REFRESH,CAMERA_TYPE,PODIUM_TYPE,COMPUTER,CAMERA_MIC,DISPLAY_TYPE,DISLAY_COUNT,EQUIP_LOC,ADDITIONAL_ROOM_SPECS,LCR_COST,ROOM_ID,ROOM_NAME,BUILDING_NAME
0,78,"Chalkboard - Small, Chalkboard - Large",6-foot,"HDMI, VGA",Dual Display,Classroom/Lab,None,II,2014,Document,Smart,PC,False,Data Projector,1,None,None,20000,4717,SB110,Science Building
1,,Whiteboard - Large,8-foot,"VGA, Audio - Line",Single Display,Classroom/Lab,,II,2009,,Smart,PC,False,Data Projector,1,None,Windows,20000,4728,HC270,Hoogenboom Center
2,,Whiteboard - Large,10-foot,"HDMI, VGA, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,,II,2017,,Smart,PC,False,Data Projector,1,None,Windows,20000,4729,HC280,Hoogenboom Center
3,,Whiteboard - Large,7-foot,VGA,Single Display,Classroom/Lab,,II,2009,Document,Smart,PC,False,,0,None,Windows,20000,4730,HC251,Hoogenboom Center
4,42,Whiteboard - Large,8-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,"Desktop, Smart",None,False,Data Projector,1,None,"Piano, Windows",20000,4731,CF222,CFAC
5,36,"Whiteboard - Large, Whiteboard - Small",8-foot,"HDMI, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,"Basic, Desktop, Smart",None,False,Data Projector,1,None,None,20000,4732,CF227,CFAC
6,23,"Whiteboard - Large, Whiteboard - Small",6-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,None,"Desktop, Smart",None,False,Data Projector,1,None,None,20000,4733,CF229,CFAC
7,24,"Whiteboard - Large, Whiteboard - Small",6-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,"Desktop, Smart",None,False,Data Projector,1,None,None,20000,4734,CF230,CFAC
8,24,Whiteboard - Large,7-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,None,None,None,False,Data Projector,1,None,"Piano, Windows",20000,4735,CF251,CFAC
9,42,Whiteboard - Large,7-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,None,Desktop,None,False,Data Projector,1,None,"Piano, Windows",20000,4736,CF252,CFAC
10,42,Whiteboard - Small,7-foot,"HDMI, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,"Desktop, Smart",None,False,Data Projector,1,None,None,20000,4737,CF255,CFAC
11,20,Whiteboard - Large,7-foot,"HDMI, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,Smart,None,False,Data Projector,1,None,Windows,20000,4738,CF263,CFAC
12,44,Whiteboard - Large,7-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2016,None,"Desktop, Smart",None,False,Data Projector,1,None,None,20000,4739,CF264,CFAC
13,145,Chalkboard - Small,10-foot,"CD Player, HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2022,None,None,None,False,Data Projector,1,None,Piano,20000,4740,CF135,CFAC
14,84,Whiteboard - Large,7-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2021,None,Smart,None,False,Data Projector,1,None,None,20000,4741,CF125,CFAC
15,96,"Chalkboard - Small, Whiteboard - Small",10-foot,"HDMI, VGA, Audio - Line, Wireless Projection",Single Display,Classroom/Lab,None,II,2022,None,None,None,False,Data Projector,1,None,Piano,20000,4742,CF115,CFAC
16,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4743,Undercroft,Chapel
17,None,Chalkboard - Small,8-foot,HDMI,Single Display,Classroom/Lab,None,II,2006,Document,Smart,PC,None,Data Projector,1,None,Piano,20000.00,4744,CP214,Chapel
18,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4745,CA104,Commons Annex
19,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4746,CA206,Commons Annex
20,30,Whiteboard - Large,8-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2016,Document,Smart,PC,None,Data Projector,1,None,Windows,20000,4747,DC120,DeVos
21,29,Whiteboard - Large,8-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,Document,Smart,Mac,None,Data Projector,1,None,Windows,20000,4748,DC130,DeVos
22,38,Whiteboard - Large,8-foot,"HDMI, VGA, Audio - Line",Single Display,Classroom/Lab,None,II,2016,Document,None,PC,None,Data Projector,1,None,Windows,20000,4749,DC140,DeVos
23,None,Whiteboard - Large,8-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,Document,"Basic, Smart",PC,None,Data Projector,1,None,Windows,20000,4750,DC150,DeVos
24,40,Whiteboard - Large,8-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,Document,Desktop,PC,None,Data Projector,1,None,Windows,20000,4751,DC160,DeVos
25,40,Whiteboard - Large,8-foot,"HDMI, VGA",Single Display,Classroom/Lab,None,II,2016,Document,Desktop,PC,None,Data Projector,1,None,Windows,20000,4752,DC170,DeVos
26,32,Whiteboard - Large,Large Format,"HDMI, Wireless Projection",Conferencing/Capture,Classroom/Lab,None,II,2022,PTZ,None,None,True,Data Projector,1,None,Windows,15000,4753,BU208,Business Building
27,20,Whiteboard - Large,None,"HDMI, Wireless Projection",Conferencing/Capture,Conference Room,None,II,2022,PTZ,None,None,True,Flat Screen,1,None,Windows,20000,4754,BU204,Business Building
28,50,Whiteboard - Large,Large Format,"HDMI, Wireless Projection",Conferencing/Capture,Classroom/Lab,None,II,2022,PTZ,None,None,True,Data Projector,2,None,Windows,20000,4755,BU203,Business Building
29,36,Whiteboard - Large,Large Format,"HDMI, Wireless Projection",Conferencing/Capture,Classroom/Lab,None,II,2022,PTZ,None,None,True,Data Projector,1,None,Windows,20000,4756,BU110,Business Building
30,50,Whiteboard - Large,Large Format,"HDMI, Wireless Projection",Conferencing/Capture,Classroom/Lab,None,II,2022,PTZ,None,None,True,Data Projector,2,None,Windows,20000,4757,BU103,Business Building
31,24,Whiteboard - Large,6-foot,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4758,DH106,DeVries Hall
32,24,Whiteboard - Large,6-foot,VGA,Single Display,Classroom/Lab,PC,II,2010,Document,None,None,False,Data Projector,1,None,None,20000,4759,DH112,DeVries Hall
33,24,Whiteboard - Large,6-foot,HDMI,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4760,DH132,DeVries Hall
34,24,Whiteboard - Large,7-foot,HDMI,Single Display,Classroom/Lab,None,II,2022,Document,Smart,PC,False,Data Projector,1,None,None,20000,4761,DH124,DeVries Hall
35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4762,DH120,DeVries Hall
36,None,Whiteboard - Large,6-foot,VGA,Single Display,Classroom/Lab,None,II,2010,None,None,PC,False,Data Projector,1,None,None,20000,4763,DH206,DeVries Hall
37,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4764,DH208,DeVries Hall
38,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4765,DH212,DeVries Hall
39,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4766,DH216,DeVries Hall
40,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4767,DH218,DeVries Hall
41,16,Whiteboard - Large,4-foot,HDMI,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4768,DH224,DeVries Hall
42,32,Whiteboard - Large,7-foot,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,None,0,None,None,20000,4769,DH232,DeVries Hall
43,32,Whiteboard - Small,6-foot,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,Printer,20000,4770,DH306,DeVries Hall
44,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4771,DH312,DeVries Hall
45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4772,DH318,DeVries Hall
46,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4773,DH324,DeVries Hall
47,26,None,6-foot,None,Single Display,Classroom/Lab,None,II,2010,Document,None,None,False,Data Projector,1,None,Printer,20000,4774,DH332,DeVries Hall
48,37,Whiteboard - Large,Large Format,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,"Desktop, Smart",PC,False,Data Projector,1,None,Windows,20000,4775,HH315,Hiemenga Hall
49,None,Whiteboard - Large,Large Format,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,None,Smart,PC,False,Data Projector,1,None,Windows,20000,4776,HH317,Hiemenga Hall
50,24,Whiteboard - Large,Large Format,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4777,HH321,Hiemenga Hall
51,28,Whiteboard - Large,Large Format,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4778,HH320,Hiemenga Hall
52,44,"Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4779,HH316,Hiemenga Hall
53,24,Whiteboard - Large,None,"HDMI, Wireless Projection",Single Display,Custom Classroom/Lab,None,III,2020,None,None,None,False,Flat Screen,5,None,Windows,40000,4780,HH323,Hiemenga Hall
54,32,Whiteboard - Large,Large Format,"HDMI, VGA, Audio - Line, Wireless Projection",Single Display,Custom Classroom/Lab,None,III,2016,None,None,PC,False,Data Projector,3,None,Windows,35000,4781,HH334,Hiemenga Hall
55,36,Whiteboard - Large,Large Format,"HDMI, VGA, Audio - Line, Wireless Projection",Single Display,Custom Classroom/Lab,None,III,2016,None,Desktop,PC,False,Data Projector,4,None,Windows,35000,4782,HH336,Hiemenga Hall
56,32,Chalkboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,Mac,False,Data Projector,1,None,Windows,20000,4783,HH337,Hiemenga Hall
57,34,Chalkboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,Mac,False,Data Projector,1,None,Windows,20000,4784,HH335,Hiemenga Hall
58,37,"Chalkboard - Large, Tack Board",None,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab, ,II,2017,Document,Smart,Mac,False,Data Projector,1,None,Windows,20000,4785,HH333,Hiemenga Hall
59,35,Whiteboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4786,HH462,Hiemenga Hall
60,41,Chalkboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4787,HH466,Hiemenga Hall
61,30,"Chalkboard - Large, Chalkboard - Small",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,"Desktop, Smart",PC,False,Data Projector,1,None,None,20000,4788,HH467,Hiemenga Hall
62,38,Chalkboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4789,HH463,Hiemenga Hall
63,38,Chalkboard - Large,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,"Desktop, Smart",PC,False,Data Projector,1,None,Windows,20000,4790,HH477,Hiemenga Hall
64,28,"Whiteboard - Small, Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4791,HH432,Hiemenga Hall
65,28,"Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4792,HH430,Hiemenga Hall
66,28,"Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4793,HH428,Hiemenga Hall
67,28,"Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4794,HH429,Hiemenga Hall
68,30,"Chalkboard - Large, Tack Board",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2017,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4795,HH431,Hiemenga Hall
69,45,"Whiteboard - Large, Tack Board",8-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,Mac,II,2017,Document,None,Mac,False,Data Projector,1,None,None,20000,4796,HH221,Hiemenga Hall
70,44,Whiteboard - Large,None,"HDMI, VGA, Audio - Line, Wireless Projection",Single Display,Classroom/Lab,None,II,2018,None,None,None,False,Data Projector,1,None,None,20000,4797,NH276,North Hall
71,36,Whiteboard - Large,8-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,Smart,None,False,Data Projector,1,None,None,20000,4798,NH067,North Hall
72,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4799,NH282,North Hall
73,None,Chalkboard - Large,6-foot,"CD Player, HDMI",Single Display,Conference Room,None,II,2018,None,None,None,False,Data Projector,1,None,None,20000,4800,NH294,North Hall
74,45,"Whiteboard - Large, Whiteboard - Small",None,"HDMI, Wireless Projection",Single Display,Classroom/Lab,PC,II,2024,Document,None,None,False,Data Projector,2,None,None,20000,4801,NH295,North Hall
75,20,Whiteboard - Large,None,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,Mac,II,2018,Document,Smart,None,False,Data Projector,1,None,Windows,20000,4802,NH261,North Hall
76,73,Chalkboard - Small,8-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,Smart,None,False,Data Projector,1,None,None,20000,4803,NH078,North Hall
77,35,"Tack Board, Chalkboard - Small, Chalkboard - Large",7-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,None,None,False,Data Projector,1,None,Windows,20000,4804,NH253,North Hall
78,32,"Chalkboard - Large, Whiteboard - Large, Tack Board","8-foot, 6-foot","CD Player, HDMI",Single Display,Classroom/Lab,PC,II,2015,Document,None,None,False,Data Projector,1,None,Windows,20000,4805,NH259,North Hall
79,32,Chalkboard - Small,7-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,Mac,II,2018,Document,None,None,False,Data Projector,1,None,Windows,20000,4806,NH251,North Hall
80,28,"Tack Board, Whiteboard - Large, Whiteboard - Small",None,None,None,Classroom/Lab,None,None,2018,None,None,None,False,None,0,None,Windows,20000,4807,NH100 (157),North Hall
81,48,"Tack Board, Whiteboard - Large, Whiteboard - Small",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,None,None,False,Data Projector,1,None,Windows,20000,4808,NH110 (159),North Hall
82,50,"Whiteboard - Large, Tack Board",None,"HDMI, Audio - Line, Audio - Mic",Dual Display,Classroom/Lab,PC,II,2024,Document,None,None,False,Data Projector,1,None,Windows,20000,4809,NH120 (161),North Hall
83,26,"Whiteboard - Large, Tack Board",None,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,None,None,False,Data Projector,1,None,Windows,20000,4810,NH130 (165),North Hall
84,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None,4811,NH128,North Hall
85,46,Whiteboard - Large,7-foot,"HDMI, VGA, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,Smart,None,False,Data Projector,1,None,None,20000,4812,NH064,North Hall
86,30,"Whiteboard - Large, Tack Board","7-foot, 6-foot","CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Custom Classroom/Lab,PC,III,2018,Document,Smart,None,False,"Data Projector, Flat Screen",2,None,None,30000,4813,NH057,North Hall
87,32,"Whiteboard - Large, Whiteboard - Small",7-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,Smart,None,False,Data Projector,1,None,None,20000,4814,NH050,North Hall
88,24,"Tack Board, Chalkboard - Large",7-foot,"CD Player, HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,PC,II,2018,Document,Smart,None,False,Data Projector,1,None,None,20000,4815,NH053,North Hall
89,40,"Chalkboard - Small, Chalkboard - Large",6-foot,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,Windows,20000,4816,SB101,Science Building
90,28,"Chalkboard - Small, Chalkboard - Large",6-foot,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4817,SB102,Science Building
91,40,"Whiteboard - Small, Whiteboard - Large","8-foot, 6-foot",VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,Windows,20000,4818,SB103,Science Building
92,25,Whiteboard - Large,10-foot,VGA,Dual Display,Classroom/Lab,PC,II,2010,Document,None,PC,False,Data Projector,2,None,Printer,30000,4819,SB128,Science Building
93,None,None,None,VGA,Single Display,Classroom/Lab,PC,I,2015,None,None,None,False,Flat Screen,1,None,Printer,8000,4820,SB136,Science Building
94,24,Chalkboard - Large,6-foot,VGA,Single Display,Classroom/Lab,PC,II,2010,Document,None,PC,False,Data Projector,1,None,Printer,20000,4821,SB176,Science Building
95,24,Chalkboard - Large,6-foot,VGA,Single Display,Classroom/Lab,PC,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4822,SB177,Science Building
96,24,Whiteboard - Small,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,None,20000,4823,SB220,Science Building
97,24,Chalkboard - Small,6-foot,HDMI,Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,None,20000,4824,SB210,Science Building
98,40,Whiteboard - Large,7-foot,"HDMI, Wireless Projection",Single Display,Custom Classroom/Lab,None,III,2019,Document,None,None,False,Data Projector,3,None,Windows,30000,4825,SB201,Science Building
99,28,"Whiteboard - Large, Whiteboard - Small",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,None,20000,4826,SB202,Science Building
100,52,"Chalkboard - Large, Chalkboard - Small",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,Windows,20000,4827,SB203,Science Building
101,24,Whiteboard - Small,7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,None,20000,4828,SB236,Science Building
102,None,Whiteboard - Small,7-foot,"HDMI, Wireless Projection",Single Display,Classroom/Lab,None,II,2020,None,None,None,False,Data Projector,1,None,None,20000,4829,SB237,Science Building
103,29,"Tack Board, Whiteboard - Small",7-foot,"HDMI, Audio - Line, Audio - Mic",Single Display,Classroom/Lab,None,II,2019,Document,Smart,Mac,False,Data Projector,1,None,None,20000,4830,SB255,Science Building
104,24,"Tack Board, Whiteboard - Small",7-foot,HDMI,Single Display,Classroom/Lab,None,II,2019,Document,None,PC,False,Data Projector,1,None,None,20000,4831,SB256,Science Building
105,32,Whiteboard - Large,7-foot,HDMI,Single Display,Classroom/Lab,None,II,2019,Document,Smart,PC,False,Data Projector,1,None,None,20000,4832,SB276,Science Building
106,24,Whiteboard - Small,7-foot,HDMI,Single Display,Classroom/Lab,None,II,2019,Document,None,PC,False,Data Projector,1,None,None,20000,4833,SB277,Science Building
107,36,Whiteboard - Large,8-foot,"HDMI, Wireless Projection",Single Display,Classroom/Lab,None,II,2024,Document,None,None,False,Data Projector,2,None,Windows,13000,4834,SB301,Science Building
108,32,"Chalkboard - Small, Chalkboard - Large, Whiteboard - Large, Whiteboard - Small",None,VGA,Single Display,Classroom/Lab,None,II,2010,Document,None,PC,False,Data Projector,1,None,None,20000,4835,SB302,Science Building
